"year","reg","sex","s.age","length","mean","sd","n","se"
"391",1989,"2C ","M",16,"length",112.5,13.4350288425444,2,9.5
"392",1989,"2C ","M",17,"length",104.8,12.3571841452655,5,5.52630075185924
"393",1989,"3A ","F",12,"length",126.190476190476,19.5600864071588,42,3.01818685817258
"394",1989,"3A ","F",13,"length",140.333333333333,20.9853428703134,27,4.03863111840402
"395",1989,"3A ","F",14,"length",143.071428571429,20.841763861994,14,5.57019569340201
"396",1989,"3A ","F",15,"length",146.916666666667,19.3647211248297,12,5.59011347710122
"397",1989,"3A ","F",16,"length",150,27.9016128566074,5,12.4779806058513
"398",1989,"3A ","F",17,"length",116,NA,1,NA
"399",1989,"3A ","F",18,"length",174,NA,1,NA
"400",1989,"3A ","M",12,"length",102.04,14.6471840297035,25,2.92943680594069
"401",1989,"3A ","M",13,"length",96.625,8.51783842465748,8,3.01151065556332
"402",1989,"3A ","M",14,"length",118.785714285714,14.4284898267739,14,3.85617611002438
"403",1989,"3A ","M",15,"length",112.333333333333,13.5462171841441,9,4.51540572804802
"404",1989,"3A ","M",16,"length",113.666666666667,1.15470053837925,3,0.666666666666667
"405",1989,"3A ","M",17,"length",121.333333333333,9.29157324317757,3,5.36449231314369
"406",1989,"3A ","M",18,"length",150,NA,1,NA
"407",1989,"3B ","F",12,"length",114.333333333333,22.3039607842793,6,9.10555386075505
"408",1989,"3B ","F",13,"length",149.333333333333,23.1156512634477,3,13.3458274794451
"409",1989,"3B ","F",14,"length",142.333333333333,38.3709959908957,3,22.1535048644177
"410",1989,"3B ","F",15,"length",140,NA,1,NA
"411",1989,"3B ","F",16,"length",135,NA,1,NA
"412",1989,"3B ","F",17,"length",181,NA,1,NA
"413",1989,"3B ","M",12,"length",95.3333333333333,12.9254271367203,6,5.27678353208131
"414",1989,"3B ","M",13,"length",106.5,9.19238815542512,2,6.5
"415",1989,"3B ","M",14,"length",92,14,3,8.08290376865476
"416",1989,"3B ","M",15,"length",128,38.1837661840736,2,27
"417",1989,"3B ","M",16,"length",109,NA,1,NA
"418",1992,"3A ","F",12,"length",103.294117647059,12.0766546789785,17,2.92901899091401
"419",1992,"3A ","F",13,"length",117.5,9.19238815542512,2,6.5
"420",1992,"3A ","F",14,"length",120.25,11.5,4,5.75
"421",1992,"3A ","F",15,"length",108.8,15.7225952056268,5,7.03135833249878
"422",1992,"3A ","F",16,"length",106,14,3,8.08290376865476
"423",1992,"3A ","F",17,"length",136,8.48528137423857,2,6
"424",1992,"3A ","F",18,"length",112,NA,1,NA
"425",1992,"3A ","M",12,"length",89.6153846153846,12.7641324391075,13,3.54013338430888
"426",1992,"3A ","M",13,"length",91.5714285714286,10.3739600741013,7,3.92098835242646
"427",1992,"3A ","M",14,"length",95,4.69041575982343,4,2.34520787991171
"428",1992,"3A ","M",15,"length",108.5,14.8492424049175,2,10.5
"429",1992,"3A ","M",18,"length",107,NA,1,NA
"430",1992,"3B ","F",12,"length",120.15,16.7529259031308,20,3.74606811414174
"431",1992,"3B ","F",13,"length",136.75,18.0460270117578,12,5.2094392765208
"432",1992,"3B ","F",14,"length",143.25,21.7006144306254,4,10.8503072153127
"433",1992,"3B ","F",15,"length",144,13.856406460551,5,6.19677335393187
"434",1992,"3B ","F",16,"length",160,NA,1,NA
"435",1992,"3B ","F",17,"length",149,NA,1,NA
"436",1992,"3B ","M",12,"length",85.5,6.36396103067893,2,4.5
"437",1992,"3B ","M",13,"length",93,NA,1,NA
"438",1992,"4A ","F",12,"length",120.461538461538,14.5293690194228,13,4.02972192305131
"439",1992,"4A ","F",13,"length",119.272727272727,13.8281662492965,11,4.16934899887023
"440",1992,"4A ","F",14,"length",129.857142857143,10.9913385813341,7,4.15433549455994
"441",1992,"4A ","F",15,"length",133.333333333333,13.7937183770971,6,5.63126194658987
"442",1992,"4A ","F",16,"length",128.5,27.5771644662754,2,19.5
"443",1992,"4A ","F",17,"length",141.333333333333,21.5019378971602,3,12.414149633024
"444",1992,"4A ","F",18,"length",120,NA,1,NA
"445",1992,"4A ","M",12,"length",89.1428571428571,9.15475416434127,7,3.46017183325428
"446",1992,"4A ","M",13,"length",92.6666666666667,9.2080333832952,12,2.65813027627627
"447",1992,"4A ","M",14,"length",92,9.5655632348545,9,3.18852107828483
"448",1992,"4A ","M",15,"length",95.875,5.84166072277396,8,2.06533895523229
"449",1992,"4A ","M",16,"length",97.5,7.77817459305202,2,5.5
"450",1992,"4A ","M",17,"length",103.666666666667,2.51661147842358,3,1.45296631451356
"451",1992,"4A ","M",18,"length",102,NA,1,NA
"452",1992,"4B ","F",12,"length",115.086956521739,13.1837125529891,23,2.74899409808342
"453",1992,"4B ","F",13,"length",124.8,15.8965405041474,5,7.10914903487049
"454",1992,"4B ","F",14,"length",139.692307692308,13.6588470437333,13,3.78828256768463
"455",1992,"4B ","F",15,"length",125.25,14.0326999065278,4,7.01634995326392
"456",1992,"4B ","F",16,"length",160.5,0.707106781186548,2,0.5
"457",1992,"4B ","F",17,"length",176.333333333333,4.50924975282289,3,2.60341655863555
"458",1992,"4B ","F",18,"length",151.666666666667,15.1767365837763,3,8.76229295206328
"459",1992,"4B ","M",12,"length",101.666666666667,9.8488578017961,9,3.2829526005987
"460",1992,"4B ","M",13,"length",92,15.556349186104,2,11
"461",1992,"4B ","M",14,"length",117,12.3558353285671,4,6.17791766428355
"462",1992,"4B ","M",15,"length",108.333333333333,12.7540843131393,6,5.2068331172711
"463",1992,"4B ","M",16,"length",111.4,14.1527382509534,5,6.32929695937866
"464",1992,"4B ","M",17,"length",110,18.3847763108502,2,13
"465",1992,"4C ","F",12,"length",126.8,13.5398048652657,20,3.02759240808166
"466",1992,"4C ","F",13,"length",124.619047619048,13.8653387642574,21,3.02566497254357
"467",1992,"4C ","F",14,"length",138.909090909091,12.1610406253293,11,3.66669171040784
"468",1992,"4C ","F",16,"length",142,NA,1,NA
"469",1992,"4C ","F",18,"length",167,NA,1,NA
"470",1992,"4D ","F",12,"length",112.090909090909,12.9340986965041,11,3.89977748888445
"471",1992,"4D ","F",13,"length",113.172413793103,12.7000252123407,29,2.35833547666269
"472",1992,"4D ","F",14,"length",118.1,14.3596657342711,20,3.21091887160046
"473",1992,"4D ","F",15,"length",120.666666666667,13.5333482609262,12,3.90674113074136
"474",1992,"4D ","F",16,"length",116.25,13.0224165704117,4,6.51120828520585
"475",1992,"4D ","F",18,"length",136,NA,1,NA
"476",1992,"4D ","M",12,"length",102,NA,1,NA
"477",1992,"4D ","M",13,"length",87.8571428571429,7.71208081364494,7,2.91489256053388
"478",1992,"4D ","M",14,"length",99,7.93725393319377,3,4.58257569495584
"479",1992,"4D ","M",16,"length",108,NA,1,NA
"480",1992,"4D ","M",17,"length",99,NA,1,NA
"481",1992,"4D ","M",18,"length",112.5,0.707106781186548,2,0.5
"482",1993,"2B ","F",12,"length",107.105263157895,13.7795933533053,19,3.16125552158645
"483",1993,"2B ","F",13,"length",116.636363636364,16.7348303085076,11,5.04574118759885
"484",1993,"2B ","F",14,"length",121.571428571429,26.1524832655024,7,9.88470955532823
"485",1993,"2B ","F",15,"length",137.5,30.1662062579967,8,10.6653645038508
"486",1993,"2B ","F",16,"length",134.666666666667,29.7713508819021,3,17.188497445805
"487",1993,"2B ","F",17,"length",128,NA,1,NA
"488",1993,"2B ","F",18,"length",144.5,10.6066017177982,2,7.5
"489",1993,"2B ","M",12,"length",87.3333333333333,6.92476576877377,15,1.78796683325653
"490",1993,"2B ","M",13,"length",99.75,8.53912563829967,4,4.26956281914983
"491",1993,"2B ","M",14,"length",91.5,9.07070988279185,10,2.86841032242212
"492",1993,"2B ","M",15,"length",94.9090909090909,9.8127931340118,11,2.95866845189934
"493",1993,"2B ","M",16,"length",93.6666666666667,6.25033332444492,6,2.55168789453395
"494",1993,"2B ","M",18,"length",90,NA,1,NA
"495",1993,"3A ","F",12,"length",108.538461538462,15.4305723841523,13,4.27967076467845
"496",1993,"3A ","F",13,"length",116.909090909091,16.8074658735607,11,5.06764163448218
"497",1993,"3A ","F",14,"length",128.571428571429,30.1156501001121,7,11.3826458194191
"498",1993,"3A ","F",15,"length",136,8.33238089795296,8,2.9459415181859
"499",1993,"3A ","F",16,"length",143.6,9.34344690143846,5,4.17851648315524
"500",1993,"3A ","F",17,"length",140,25.4558441227157,2,18
"501",1993,"3A ","M",12,"length",83.5,12.1503736134889,20,2.7169061351781
"502",1993,"3A ","M",13,"length",88.2142857142857,8.22920289091114,14,2.19934698457422
"503",1993,"3A ","M",14,"length",96.6,9.28977932999487,5,4.1545156155682
"504",1993,"3A ","M",15,"length",93.5714285714286,10.2120377146637,7,3.85978745317323
"505",1993,"3A ","M",16,"length",122.5,2.12132034355964,2,1.5
"506",1993,"3A ","M",17,"length",112,14.142135623731,2,10
"507",1993,"3A ","M",18,"length",78,NA,1,NA
"508",1994,"2A ","F",12,"length",105,19.5192212959431,3,11.2694276695846
"509",1994,"2A ","F",13,"length",80,NA,1,NA
"510",1994,"2A ","F",15,"length",87,NA,1,NA
"511",1994,"2A ","F",17,"length",136,NA,1,NA
"512",1994,"2A ","M",12,"length",88.5,6.36396103067893,2,4.5
"513",1994,"2A ","M",13,"length",90,NA,1,NA
"514",1994,"2A ","M",14,"length",84,NA,1,NA
"515",1994,"2A ","M",17,"length",118,NA,1,NA
"516",1994,"3A ","F",12,"length",114,16.6373074744683,11,5.01633694678062
"517",1994,"3A ","F",13,"length",110.8,15.6261888436617,10,4.94143478938838
"518",1994,"3A ","F",14,"length",121.375,10.7562274321171,8,3.80290067861739
"519",1994,"3A ","F",15,"length",118.714285714286,16.1318968270348,7,6.09728388286943
"520",1994,"3A ","F",17,"length",173,NA,1,NA
"521",1994,"3A ","F",18,"length",134,NA,1,NA
"522",1994,"3A ","M",12,"length",86.4615384615385,7.63342850685266,13,2.11713214531121
"523",1994,"3A ","M",13,"length",89.6153846153846,7.30910917438486,13,2.02718214663145
"524",1994,"3A ","M",14,"length",92.8,9.7729786202115,10,3.0904871963998
"525",1994,"3A ","M",15,"length",95.7142857142857,12.1889880044009,7,4.60700442759917
"526",1994,"3A ","M",16,"length",103,7.17635004720366,5,3.20936130717624
"527",1994,"3A ","M",17,"length",110.5,10.6066017177982,2,7.5
"528",1994,"3A ","M",18,"length",130,NA,1,NA
"529",1994,"3B ","F",12,"length",103.923076923077,14.4710143531909,13,4.01353725064654
"530",1994,"3B ","F",13,"length",117.928571428571,18.1636335136333,14,4.85443525049577
"531",1994,"3B ","F",14,"length",112.909090909091,10.5494506535132,11,3.18077905109752
"532",1994,"3B ","F",15,"length",121.8,18.7002673777676,5,8.36301381082203
"533",1994,"3B ","F",16,"length",123.666666666667,12.8970280814354,3,7.44610263456289
"534",1994,"3B ","F",17,"length",120,1.4142135623731,2,1
"535",1994,"3B ","F",18,"length",158.5,20.5060966544099,2,14.5
"536",1994,"3B ","M",12,"length",82.2,8.33733237379386,10,2.63649599110469
"537",1994,"3B ","M",13,"length",87,0.816496580927726,4,0.408248290463863
"538",1994,"3B ","M",14,"length",92.2,8.99135387160601,10,2.84331574828482
"539",1994,"3B ","M",15,"length",105,13.6626010212795,4,6.83130051063973
"540",1994,"3B ","M",16,"length",108,11.1654228162962,4,5.58271140814808
"541",1994,"3B ","M",17,"length",110,16.350331291241,4,8.17516564562048
"542",1995,"2A ","F",12,"length",123,25.4558441227157,2,18
"543",1995,"2A ","F",13,"length",113.5,6.36396103067893,2,4.5
"544",1995,"2A ","F",16,"length",128,NA,1,NA
"545",1995,"2A ","M",13,"length",97,NA,1,NA
"546",1995,"2A ","M",15,"length",100,NA,1,NA
"547",1995,"2B ","F",12,"length",118.47619047619,19.5131213485158,21,4.25811217259203
"548",1995,"2B ","F",13,"length",119.125,21.2849712238471,16,5.32124280596178
"549",1995,"2B ","F",14,"length",119.666666666667,20.1804360706106,9,6.72681202353685
"550",1995,"2B ","F",15,"length",123.25,17.6705970470723,4,8.83529852353615
"551",1995,"2B ","F",16,"length",131,18.8148877222268,7,7.11135912265922
"552",1995,"2B ","F",17,"length",120,17.1755640373177,5,7.68114574786861
"553",1995,"2B ","M",12,"length",86.25,11.1194809745265,8,3.93133020018125
"554",1995,"2B ","M",13,"length",85.3333333333333,8.39784552869422,15,2.16831439177701
"555",1995,"2B ","M",14,"length",91.6363636363636,8.68645758952091,11,2.61906550743417
"556",1995,"2B ","M",15,"length",92.8571428571429,10.668154658118,7,4.03218345333648
"557",1995,"2B ","M",16,"length",97.8571428571429,14.5651246868284,7,5.50509967657077
"558",1995,"2B ","M",17,"length",100.2,5.3103672189407,5,2.37486841740758
"559",1995,"2B ","M",18,"length",101.5,0.707106781186548,2,0.5
"560",1995,"3A ","F",12,"length",102.625,16.2475804650336,32,2.87219358117484
"561",1995,"3A ","F",13,"length",110.8125,20.344430032157,16,5.08610750803926
"562",1995,"3A ","F",14,"length",116.714285714286,8.55792587243517,7,3.23459194242699
"563",1995,"3A ","F",15,"length",118.5,18.5337529928506,6,7.56637297521078
"564",1995,"3A ","F",16,"length",129.625,14.4710301736163,8,5.11628178325962
"565",1995,"3A ","M",12,"length",82.4615384615385,11.4790779581476,13,3.1837233979346
"566",1995,"3A ","M",13,"length",87.7,8.08359106118342,10,2.55625594267171
"567",1995,"3A ","M",14,"length",96.7857142857143,10.7358391268797,14,2.86927369802188
"568",1995,"3A ","M",15,"length",99.6,18.3929334256393,5,8.22556988907152
"569",1995,"3A ","M",16,"length",100.6,12.3207142650092,5,5.50999092558236
"570",1995,"3A ","M",17,"length",112,NA,1,NA
"571",1995,"3A ","M",18,"length",107,NA,1,NA
"572",1995,"3B ","F",12,"length",92,NA,1,NA
"573",1995,"3B ","F",13,"length",138,NA,1,NA
"574",1995,"3B ","F",14,"length",139,NA,1,NA
"575",1995,"3B ","F",16,"length",182,14.142135623731,2,10
"576",1996,"2B ","F",12,"length",110.947368421053,14.1125384920665,19,3.23763837493399
"577",1996,"2B ","F",13,"length",112.384615384615,16.6760230147881,13,4.62509661927971
"578",1996,"2B ","F",14,"length",117.307692307692,16.8887764278757,13,4.68410379927333
"579",1996,"2B ","F",15,"length",118.636363636364,14.2005121546564,11,4.28161551344334
"580",1996,"2B ","F",16,"length",128.5,17.683325479106,6,7.2191873965611
"581",1996,"2B ","F",17,"length",138.333333333333,8.38649708360608,3,4.84194634877798
"582",1996,"2B ","F",18,"length",139.25,39.8528543519784,4,19.9264271759892
"583",1996,"2B ","M",12,"length",86.8823529411765,7.66389549234898,17,1.85876768345
"584",1996,"2B ","M",13,"length",91.4285714285714,10.0971471689968,7,3.8163629086265
"585",1996,"2B ","M",14,"length",92,6.13188388670236,6,2.50333111406915
"586",1996,"2B ","M",15,"length",94.2,4.86826457785523,5,2.17715410570772
"587",1996,"2B ","M",16,"length",91,1.4142135623731,2,1
"588",1996,"2B ","M",17,"length",96.8333333333333,8.42417157153549,6,3.43915364265364
"589",1996,"2B ","M",18,"length",103.5,17.6776695296637,2,12.5
"590",1996,"2C ","F",12,"length",113.666666666667,19.0212913286539,15,4.91127630261574
"591",1996,"2C ","F",13,"length",117.565217391304,15.2846509073542,23,3.1870700280139
"592",1996,"2C ","F",14,"length",122.923076923077,18.7236995029541,13,5.19301989417543
"593",1996,"2C ","F",15,"length",125.636363636364,13.0634813680942,11,3.93878783216066
"594",1996,"2C ","F",16,"length",138.2,17.1522593263978,5,7.67072356430604
"595",1996,"2C ","F",17,"length",140.333333333333,18.7047231112002,6,7.63617123374739
"596",1996,"2C ","F",18,"length",162.666666666667,31.4695620136877,3,18.1689600998822
"597",1996,"2C ","M",12,"length",101,NA,1,NA
"598",1996,"2C ","M",13,"length",92.8333333333333,7.65288616579828,6,3.12427769430169
"599",1996,"2C ","M",14,"length",94.5,10.7968249301092,8,3.81725406168211
"600",1996,"2C ","M",15,"length",109.5,28.5482048472404,4,14.2741024236202
"601",1996,"2C ","M",16,"length",100.666666666667,3.05505046330389,3,1.76383420737639
"602",1996,"2C ","M",17,"length",107.5,4.94974746830583,2,3.5
"603",1996,"2C ","M",18,"length",98.75,4.99165971062398,4,2.49582985531199
"604",1996,"3A ","F",12,"length",105.1,16.0952980926001,30,2.93858594502898
"605",1996,"3A ","F",13,"length",112.04347826087,21.1369522634684,23,4.40735921616948
"606",1996,"3A ","F",14,"length",112.214285714286,19.1434296684502,28,3.61776815311249
"607",1996,"3A ","F",15,"length",124.608695652174,20.9734445309794,23,4.37326549713574
"608",1996,"3A ","F",16,"length",139.3,29.7696713675736,10,9.41399667162323
"609",1996,"3A ","F",17,"length",131.727272727273,24.1374849936397,11,7.2777255551579
"610",1996,"3A ","F",18,"length",135,16.0934769394311,3,9.29157324317757
"611",1996,"3A ","M",12,"length",81.45,8.43847703894738,20,1.88690082856575
"612",1996,"3A ","M",13,"length",79.6666666666667,7.56151245375125,18,1.78226557735801
"613",1996,"3A ","M",14,"length",84.4545454545455,6.03926545804432,11,1.82090704851699
"614",1996,"3A ","M",15,"length",91.4545454545455,12.2013412079463,11,3.67884279325995
"615",1996,"3A ","M",16,"length",87.2,6.57267069006199,5,2.93938769133981
"616",1996,"3A ","M",17,"length",95.7142857142857,7.63138881450128,7,2.88439385160149
"617",1996,"3A ","M",18,"length",94.3333333333333,9.45163125250522,3,5.45690184791497
"618",1996,"3B ","F",12,"length",103.571428571429,12.8824559753826,28,2.43455534190004
"619",1996,"3B ","F",13,"length",104.833333333333,15.008078632604,12,4.33245911927649
"620",1996,"3B ","F",14,"length",115.111111111111,13.7608543016453,9,4.58695143388178
"621",1996,"3B ","F",15,"length",119.181818181818,20.1733397424332,11,6.08249079036508
"622",1996,"3B ","F",16,"length",124.2,16.2542302186231,5,7.2691127381545
"623",1996,"3B ","F",17,"length",122.4,24.1516045015647,5,10.8009258862377
"624",1996,"3B ","F",18,"length",124.666666666667,10.2632028788938,3,5.92546294487706
"625",1996,"3B ","M",12,"length",83.5789473684211,10.6631024747005,19,2.44628347957043
"626",1996,"3B ","M",13,"length",87.3529411764706,9.40705304858134,17,2.28154549088762
"627",1996,"3B ","M",14,"length",87.9166666666667,7.46456274470896,12,2.15483365502029
"628",1996,"3B ","M",15,"length",99.9090909090909,11.4320124689798,11,3.44688145075185
"629",1996,"3B ","M",16,"length",99.25,10.3751075725921,8,3.66815446005987
"630",1996,"3B ","M",17,"length",106.357142857143,11.0426247079017,14,2.95126559340662
"631",1996,"3B ","M",18,"length",107.666666666667,16.2931478440069,6,6.65164975359079
"632",1997,"2A ","F",12,"length",104.5,13.4350288425444,2,9.5
"633",1997,"2A ","F",13,"length",124,7.54983443527075,3,4.35889894354067
"634",1997,"2A ","F",14,"length",133.5,3.53553390593274,2,2.5
"635",1997,"2A ","F",15,"length",110.5,6.36396103067893,2,4.5
"636",1997,"2A ","F",16,"length",122,NA,1,NA
"637",1997,"2A ","M",12,"length",92.3333333333333,3.21455025366432,3,1.85592145427667
"638",1997,"2A ","M",13,"length",84.75,6.80073525436772,4,3.40036762718386
"639",1997,"2A ","M",14,"length",103.333333333333,1.15470053837925,3,0.666666666666667
"640",1997,"2A ","M",15,"length",98,NA,1,NA
"641",1997,"2A ","M",16,"length",105,NA,1,NA
"642",1997,"2A ","M",17,"length",107,NA,1,NA
"643",1997,"2B ","F",12,"length",98.5555555555556,12.1666666666667,9,4.05555555555556
"644",1997,"2B ","F",13,"length",106.388888888889,31.4289841667152,18,7.40788261002965
"645",1997,"2B ","F",14,"length",126.181818181818,21.5954540670864,11,6.51127439253454
"646",1997,"2B ","F",15,"length",127.428571428571,16.5816881213096,7,6.26728901237416
"647",1997,"2B ","F",16,"length",132.428571428571,10.4060422008425,7,3.9331142565532
"648",1997,"2B ","F",17,"length",134,18.3847763108502,2,13
"649",1997,"2B ","F",18,"length",136.333333333333,12.7410099024109,3,7.35602549690464
"650",1997,"2B ","M",12,"length",93.125,6.99872437356572,8,2.47442273210195
"651",1997,"2B ","M",13,"length",85.2857142857143,8.13867896148357,7,3.07613150466842
"652",1997,"2B ","M",14,"length",91.5833333333333,7.63316130545867,12,2.2035038672372
"653",1997,"2B ","M",15,"length",97.6,6.58027355054484,5,2.94278779391243
"654",1997,"2B ","M",16,"length",98,3.93700393700591,5,1.7606816861659
"655",1997,"2B ","M",17,"length",99.5,7.77817459305202,2,5.5
"656",1997,"2B ","M",18,"length",97.5,3.87298334620742,4,1.93649167310371
"657",1997,"2C ","F",12,"length",116,15.7035027939629,11,4.73478424198842
"658",1997,"2C ","F",13,"length",115.75,17.585505395069,20,3.93223854820635
"659",1997,"2C ","F",14,"length",123,16.2634559672906,13,4.51067110817823
"660",1997,"2C ","F",15,"length",127.4,12.4619420637395,5,5.57314991723711
"661",1997,"2C ","F",16,"length",137,1.4142135623731,2,1
"662",1997,"2C ","F",17,"length",127.5,17.4109981661838,8,6.15571743526757
"663",1997,"2C ","F",18,"length",154,NA,1,NA
"664",1997,"2C ","M",12,"length",91.3,14.1660784191595,10,4.47970733171016
"665",1997,"2C ","M",13,"length",89.1538461538462,9.20910920272381,13,2.55414734090523
"666",1997,"2C ","M",14,"length",94.6363636363636,12.831778733073,11,3.8689268591332
"667",1997,"2C ","M",15,"length",93.6,15.4854770672395,5,6.92531587727231
"668",1997,"2C ","M",16,"length",103,10.1559271926721,8,3.59066249358766
"669",1997,"2C ","M",17,"length",113.5,17.6776695296637,2,12.5
"670",1997,"2C ","M",18,"length",107,NA,1,NA
"671",1997,"3A ","F",12,"length",111.454545454545,22.9175068716499,22,4.88602888212039
"672",1997,"3A ","F",13,"length",106.526315789474,11.7348882542264,19,2.69216800073239
"673",1997,"3A ","F",14,"length",112.576923076923,15.9854260548115,26,3.13499997640686
"674",1997,"3A ","F",15,"length",129.5,16.8692450504292,8,5.96417878432803
"675",1997,"3A ","F",16,"length",128.833333333333,13.9487155920058,6,5.69453929460301
"676",1997,"3A ","F",17,"length",139.75,10.6262254195301,4,5.31311270976503
"677",1997,"3A ","F",18,"length",134.5,2.12132034355964,2,1.5
"678",1997,"3A ","M",12,"length",78.5,6.59889797962164,12,1.90493776244472
"679",1997,"3A ","M",13,"length",79.5454545454545,5.90531347793894,11,1.78051900688656
"680",1997,"3A ","M",14,"length",80.1538461538462,4.25922829172441,13,1.18129738459379
"681",1997,"3A ","M",15,"length",90.6428571428571,7.44835699856163,14,1.99065714164268
"682",1997,"3A ","M",16,"length",90,8.34950811211569,8,2.95199690282455
"683",1997,"3A ","M",17,"length",94,5.56776436283002,3,3.21455025366432
"684",1997,"3B ","F",12,"length",99.7058823529412,11.3730201896987,17,2.75836256025941
"685",1997,"3B ","F",13,"length",103.888888888889,11.0447692644335,18,2.6032770811739
"686",1997,"3B ","F",14,"length",96.8,10.3258037082942,10,3.26530583900226
"687",1997,"3B ","F",15,"length",111.25,11.5866302262565,4,5.79331511312823
"688",1997,"3B ","F",16,"length",117,17.4519749189434,8,6.1702049051412
"689",1997,"3B ","F",17,"length",128.076923076923,19.3798070959678,13,5.37499139947021
"690",1997,"3B ","F",18,"length",121.333333333333,4.04145188432738,3,2.33333333333333
"691",1997,"3B ","M",12,"length",88.3888888888889,9.1210092894107,18,2.1498425066026
"692",1997,"3B ","M",13,"length",88.9,9.29572623928811,20,2.07858757712767
"693",1997,"3B ","M",14,"length",87.8421052631579,9.84470053658164,19,2.25852919833579
"694",1997,"3B ","M",15,"length",86.3846153846154,8.85568048898993,13,2.45612385247532
"695",1997,"3B ","M",16,"length",97,15.7389416961334,8,5.56455620101781
"696",1997,"3B ","M",17,"length",100.636363636364,11.333778957371,11,3.41726293258409
"697",1997,"4A ","F",12,"length",99.9166666666667,8.61772310504065,12,2.48772237724844
"698",1997,"4A ","F",13,"length",105.2,19.3551600929112,10,6.12063903707956
"699",1997,"4A ","F",14,"length",120.285714285714,9.26848217912523,7,3.50315698242848
"700",1997,"4A ","F",15,"length",107,NA,1,NA
"701",1997,"4A ","F",16,"length",127,11.3137084989848,2,8
"702",1997,"4A ","F",17,"length",125,9.53939201416946,7,3.60555127546399
"703",1997,"4A ","F",18,"length",131.2,21.6032404976661,5,9.66126285741155
"704",1997,"4A ","M",12,"length",86.2857142857143,3.54562104171167,7,1.34011878852098
"705",1997,"4A ","M",13,"length",91.8,7.8993670632526,10,2.49799919935936
"706",1997,"4A ","M",14,"length",90.3333333333333,5.12510162500869,6,2.09231397686336
"707",1997,"4A ","M",15,"length",95,4.94974746830583,5,2.21359436211787
"708",1997,"4A ","M",16,"length",94,7.28010988928052,7,2.75162289775117
"709",1997,"4A ","M",17,"length",95.1111111111111,4.45658065237365,9,1.48552688412455
"710",1997,"4A ","M",18,"length",99.6,9.6591925128346,5,4.31972221329104
"711",1997,"4B ","F",12,"length",104.714285714286,9.01321780709283,7,3.40667611857522
"712",1997,"4B ","F",13,"length",114.4,15.049547796824,10,4.75908487935327
"713",1997,"4B ","F",14,"length",125.333333333333,11.9777571634537,6,4.88989888557127
"714",1997,"4B ","F",15,"length",130.333333333333,10.8012344973464,6,4.40958551844098
"715",1997,"4B ","F",16,"length",125.909090909091,12.0453687818559,11,3.6318153373524
"716",1997,"4B ","F",17,"length",133.285714285714,14.0441480780464,7,5.30818902718237
"717",1997,"4B ","F",18,"length",128,13.3666251038423,4,6.68331255192114
"718",1997,"4B ","M",12,"length",93.7142857142857,10.3658356851027,14,2.77038611866069
"719",1997,"4B ","M",13,"length",93.8461538461538,5.78570298013638,13,1.60466528919127
"720",1997,"4B ","M",14,"length",96.9333333333333,6.18138526622664,15,1.59602681283918
"721",1997,"4B ","M",15,"length",97.5714285714286,6.6044717895565,7,2.49625569944403
"722",1997,"4B ","M",16,"length",104.909090909091,5.46725791333362,11,1.64844028460264
"723",1997,"4B ","M",17,"length",102.466666666667,7.62389726608442,15,1.96848180964941
"724",1997,"4B ","M",18,"length",106,12.5299640861417,7,4.73588127264308
"725",1997,"4C ","F",12,"length",115.333333333333,24.5831920899897,3,14.1931125706958
"726",1997,"4C ","F",13,"length",133,NA,1,NA
"727",1997,"4C ","F",14,"length",124,NA,1,NA
"728",1997,"4C ","F",16,"length",142,2.82842712474619,2,2
"729",1997,"4C ","F",17,"length",115.666666666667,33.9754813554324,3,19.615753306406
"730",1997,"4C ","F",18,"length",141,NA,1,NA
"731",1997,"4C ","M",13,"length",86.5,10.6066017177982,2,7.5
"732",1997,"4C ","M",17,"length",99.5,2.12132034355964,2,1.5
"733",1997,"4C ","M",18,"length",105,NA,1,NA
"734",1997,"4D ","F",12,"length",92.5,9.15969431804359,6,3.73942954651286
"735",1997,"4D ","F",13,"length",92.3333333333333,11.1504857891185,3,6.43773597194266
"736",1997,"4D ","F",14,"length",101.75,10.2102889283311,4,5.10514446416553
"737",1997,"4D ","F",15,"length",115,15.2534149181967,4,7.62670745909837
"738",1997,"4D ","F",16,"length",124,2.82842712474619,2,2
"739",1997,"4D ","F",18,"length",127,7,3,4.04145188432738
"740",1997,"4D ","M",12,"length",86.8333333333333,13.4672442120378,6,5.4979794268238
"741",1997,"4D ","M",13,"length",74,NA,1,NA
"742",1997,"4D ","M",14,"length",82.3333333333333,3.05505046330389,3,1.76383420737639
"743",1997,"4D ","M",15,"length",89.5,2.12132034355964,2,1.5
"744",1997,"4D ","M",16,"length",95.6,5.7706152185014,5,2.58069758011279
"745",1997,"4D ","M",17,"length",109,17.5783958312469,3,10.1488915650922
"746",1997,"CLS","M",17,"length",108,NA,1,NA
"747",1998,"2B ","F",12,"length",86.5,6.36396103067893,2,4.5
"748",1998,"2B ","F",13,"length",114,21.5539191000483,8,7.62046117839521
"749",1998,"2B ","F",14,"length",111.8,17.1668284782018,5,7.67723908706769
"750",1998,"2B ","F",15,"length",127,9.62635271879577,4,4.81317635939788
"751",1998,"2B ","F",16,"length",118,NA,1,NA
"752",1998,"2B ","F",17,"length",171,NA,1,NA
